Dropoff_node,Demand_time
486868138,39103
42445520,39105
42440729,39106
42449021,39109
42446986,39127
42436400,39131
42428444,39140
42428206,39148
42445417,39149
42430274,39182
42427371,39184
42439389,39190
596775876,39203
4461990857,39218
42479606,39222
42445888,39232
42449029,39247
42442842,39260
486868873,39263
42437289,39268
42442862,39270
42430265,39271
42445374,39272
1692433918,39277
42437914,39277
1918039880,39283
42432818,39283
42444827,39284
42439286,39286
42428365,39289
42446266,39290
42440754,39307
6166333258,39315
42445520,39324
42442842,39328
42445417,39330
5849918502,39331
42438795,39335
42421877,39339
42431470,39351
42439280,39358
589100267,39363
4321748237,39364
42428444,39372
42430818,39372
42430277,39372
42428441,39379
4443775465,39383
1918039897,39385
7480301866,39389
42438672,39393
42430350,39394
42430886,39394
42423674,39400
42430317,39405
42434142,39412
561042191,39413
42428433,39415
9807801426,39417
1919595927,39420
42446875,39424
42450009,39425
42437084,39426
42430903,39426
42449333,39427
42432246,39427
42442836,39429
42428473,39434
42432152,39439
42449683,39466
42429664,39467
4597668044,39475
42427787,39478
1919595927,39479
42437909,39493
42445291,39494
42446488,39497
42435422,39518
3786901743,39526
42436475,39526
6061513219,39532
42427423,39544
42427915,39546
42430745,39547
42446889,39558
42446959,39561
42436146,39566
1692433919,39578
42437613,39579
42442889,39584
42430371,39585
42444051,39617
595441949,39618
42439275,39619
42439996,39620
42445661,39623
42446552,39625
42467823,39626
42444485,39626
42436944,39632
42449991,39633
42430914,39638
42453395,39641
42428297,39645
42445365,39650
1692433919,39658
42421889,39658
42434201,39678
42437536,39680
1773084405,39681
42471180,39684
42454742,39684
42445310,39699
42439567,39701
42435660,39710
3786901743,39714
42446013,39716
42429661,39724
42431154,39730
42442910,39736
42449963,39736
42439225,39736
42437084,39738
4597668030,39747
42428374,39760
42439275,39760
42430673,39765
42819447,39772
42451665,39785
42446934,39791
4443775464,39810
9609713318,39815
42432703,39817
42439823,39827
42437613,39837
42874059,39838
42443618,39838
42451593,39842
42429375,39842
42495448,39850
42437346,39858
42431814,39873
42430394,39874
2348991703,39890
42437909,39891
42439275,39894
42430639,39904
42433620,39905
42432834,39911
42446016,39917
42429662,39921
42431039,39930
42440153,39932
42421941,39936
42443811,39936
42429662,39938
7490266268,39942
42440553,39948
42440465,39956
42445649,39957
42449314,39957
42445947,39957
42442889,39964
42445885,39974
42429342,39979
42430269,39985
42432208,39991
6262915548,39992
42439823,39997
6061513219,40000
42436856,40004
42432818,40008
1919595926,40017
1918039898,40019
42443513,40038
4443775465,40048
42427426,40056
593886253,40059
42433537,40080
42437949,40083
42445867,40114
42449550,40115
42446723,40120
42430217,40124
42432211,40144
42492409,40146
42448549,40154
42430805,40155
595245836,40157
42449029,40158
42445018,40172
4145424858,40173
42449928,40175
42430903,40182
42421877,40189
42437678,40206
1241237965,40213
42430384,40214
42449308,40215
4597668043,40217
42436439,40222
42439323,40224
247084442,40242
6279091713,40248
42431680,40248
42430187,40250
42529874,40253
42421828,40253
596776052,40256
561042199,40257
42442850,40262
42442935,40266
42438891,40266
42439275,40266
42440015,40268
42448811,40268
42430589,40301
4557517555,40301
42430271,40306
42447007,40307
42437287,40311
42431777,40321
42445976,40331
42445916,40332
42442952,40334
9140654137,40345
42428447,40346
42436746,40347
42437343,40349
42436384,40350
42432078,40354
42438034,40358
42435598,40360
42449947,40360
1919595915,40366
1692433919,40367
42455083,40370
561042193,40377
42432165,40378
42866368,40384
4205565533,40390
42428460,40394
42445314,40405
42430898,40434
42446971,40446
42429769,40448
42432305,40450
42432825,40450
42435477,40456
42433281,40457
42445903,40459
42428473,40473
42440553,40477
42428458,40483
42440469,40509
42447126,40509
2348991703,40509
42440838,40519
4862610026,40537
42439826,40538
42430298,40543
42449314,40548
42426875,40552
42437346,40557
42445489,40557
486869282,40560
42430796,40562
42436093,40566
42437914,40567
42432679,40570
42449932,40582
42428183,40583
42520383,40591
42440754,40604
42438881,40606
42430259,40613
42445020,40621
42433264,40621
42428460,40623
42455887,40626
42446971,40638
4557495130,40643
42428441,40648
42452954,40649
4557517554,40653
42432305,40653
42437410,40655
42454006,40660
42435660,40667
42443674,40674
42428303,40679
42436390,40696
42435629,40701
42436159,40702
42430791,40711
42439834,40720
42444985,40737
42439981,40758
42448693,40760
42430311,40770
5798966629,40778
42430371,40796
42432825,40799
1918039880,40808
42432201,40808
42445916,40820
358447541,40829
4347550071,40829
42430646,40835
42434142,40836
42428201,40838
42442286,40839
42431556,40845
42430030,40858
596775867,40862
42421889,40863
42436400,40864
42445382,40864
42439096,40869
42431165,40871
387180916,40876
42439335,40883
42455007,40890
42448701,40906
4597668040,40909
42427426,40912
5799117240,40913
42429900,40913
42428170,40915
42437890,40927
42436423,40927
42421810,40928
4288677093,40937
42444049,40938
1773084410,40942
42454381,40943
42429900,40950
5286408252,40951
42440935,40955
5131026388,40957
42439178,40958
1692433919,40961
42443674,40962
42429844,40971
42449314,40971
42438235,40976
42439181,40980
42427762,40987
42438805,40989
42436396,40997
42442836,40998
42430259,41002
42452816,41010
42442935,41011
42454798,41017
42435716,41019
42439984,41021
42443556,41024
42430356,41031
42432693,41038
42448317,41038
42428473,41042
42429971,41042
9609713318,41044
42453187,41048
42439181,41053
5286408252,41056
42429390,41064
42448278,41067
42445885,41067
42430269,41068
42454381,41070
42456598,41077
42429562,41084
42449918,41086
596775882,41091
541467364,41108
42450025,41119
42439834,41127
6498496947,41133
42435642,41138
42430187,41142
42445357,41145
42437530,41145
42447084,41146
1918039901,41150
42429562,41155
42435650,41161
42444954,41163
42427786,41172
4443775465,41182
42445417,41199
42449683,41200
596775930,41204
42434201,41204
42439530,41212
42439826,41217
42427764,41224
42439006,41228
42430363,41233
42431777,41235
685164636,41243
42431089,41245
42436069,41248
42437289,41252
42446971,41257
42439073,41260
42428216,41268
42436056,41271
42428489,41272
42428529,41277
42432211,41286
4557517554,41287
42448563,41291
42444928,41294
42437114,41302
100522479,41311
42431804,41312
42434807,41315
42445653,41315
42421946,41318
561042197,41327
42445534,41344
339044224,41357
42442857,41360
42445378,41364
42437580,41367
42432861,41373
42442935,41378
42432585,41383
42429900,41384
42454401,41392
42432580,41398
42449045,41407
1919595915,41408
5812723033,41414
42453310,41428
42439203,41429
42442851,41430
42437289,41435
42455887,41447
42446998,41451
42449683,41454
42428529,41456
8262936580,41461
42455887,41466
42429662,41484
42445534,41487
42428444,41494
42436703,41495
42440012,41500
42759307,41508
42443313,41513
42445534,41526
596775867,41535
42437346,41536
42437618,41538
42456598,41540
42428368,41540
42448850,41541
42435422,41545
42444835,41549
42443027,41552
42436439,41559
246579753,41561
42436894,41563
42442862,41575
42429844,41580
42436056,41593
42440934,41596
42443556,41601
42451674,41604
4557517554,41605
42438881,41628
4138911201,41630
9140654137,41630
42439178,41638
42442898,41639
42434946,41653
42435599,41666
42438173,41668
42430803,41669
42434974,41669
1061531527,41671
42431497,41681
42436700,41689
279151954,41706
42435671,41720
42429373,41720
42436511,41723
42431168,41724
42432847,41726
42430872,41740
7106818626,41747
42430639,41753
5550244688,41754
42439345,41758
42428216,41765
42456115,41767
42445520,41767
4679523598,41777
42437613,41777
42449945,41787
42428454,41792
4443775465,41796
42434142,41798
8122411159,41798
42430770,41801
42424641,41806
42435632,41809
42439181,41810
42442947,41816
42446934,41826
42430828,41838
42453468,41845
42430102,41846
42443674,41861
42454006,41876
42442255,41880
42428678,41884
42434142,41887
4443775465,41887
42430269,41904
42430259,41924
42446552,41926
42454701,41931
5812723033,41933
7490266268,41947
42439181,41948
42427324,41963
42439392,41974
42439530,41975
42480096,41975
42430295,41981
42432068,41985
42459114,41991
42433604,41991
42430984,41997
6103568666,42008
42436700,42012
42435470,42021
4557517555,42029
42429694,42034
42439323,42035
42428305,42043
42445903,42044
4143851144,42046
42429375,42059
42437949,42060
42430292,42067
42430589,42073
4597668039,42077
42429971,42079
42819447,42080
42421877,42092
42428444,42100
42445885,42101
42430271,42112
42439272,42120
42443280,42124
42434142,42126
42445378,42128
596775876,42134
42436943,42136
42427390,42136
42430279,42137
42431626,42142
42448549,42142
42432703,42143
42437368,42145
1692433907,42159
42437589,42159
42442931,42167
42442269,42170
42429394,42171
42429874,42172
1692433928,42174
42432083,42182
42446547,42187
42442870,42188
42449029,42188
42433578,42190
42430942,42191
5837088104,42191
42428471,42194
42435650,42198
42434285,42204
42439955,42204
42428438,42212
42446533,42214
42428447,42222
42478460,42222
42445011,42232
42435477,42240
42428216,42246
42430164,42252
42440452,42253
42432244,42257
5798966629,42260
42445374,42269
42455007,42269
42435422,42274
42434140,42277
42452396,42281
42450030,42282
42435677,42290
42446935,42306
42436511,42307
42478376,42310
42429896,42313
42439323,42316
42428436,42321
42428491,42322
3786901738,42326
42454994,42329
42437890,42329
4059058359,42341
42447030,42344
42446825,42353
42444827,42354
42431814,42357
42446275,42361
42439295,42362
42436414,42362
1692433907,42365
42430235,42371
42435687,42374
42430075,42375
42436788,42383
42430271,42387
42449928,42397
42436122,42403
42440940,42423
42434855,42427
42443614,42427
42436779,42428
42429314,42433
42430633,42434
42449886,42434
42436779,42436
42430356,42437
42448701,42439
42434285,42439
9166033062,42440
42437358,42444
42430813,42445
42436330,42445
42427494,42452
42429769,42456
42440465,42460
42430468,42464
42437346,42465
42454642,42467
42919954,42472
42430828,42476
42447060,42480
42439286,42482
42436377,42484
42446959,42497
42430007,42509
42427423,42514
4597668031,42518
42456066,42518
42434946,42519
42435671,42526
42430367,42528
42430044,42528
42430265,42532
42432142,42541
42432068,42541
42449308,42541
42430375,42542
42429412,42547
42436753,42547
42439840,42553
42449928,42560
42448701,42573
42446933,42576
42439178,42576
42445896,42582
42445291,42586
42439395,42593
42442269,42594
42439272,42595
42436586,42597
42439440,42600
42430271,42604
42439078,42616
4872623863,42616
42429412,42620
42430803,42622
42430030,42625
486867490,42628
42436796,42629
42431517,42631
42428444,42638
4597668032,42641
387180916,42642
42456197,42647
42438362,42647
4597668041,42648
42445037,42649
42455929,42654
42431517,42658
1918039896,42668
42446266,42670
42449187,42679
1692433939,42680
42445953,42682
42451674,42692
42430063,42694
42440153,42699
42437580,42700
42446552,42700
42430924,42701
42430102,42703
4235734223,42704
42453310,42709
42435422,42713
42431165,42714
42442410,42714
42437654,42715
42436400,42716
42429896,42719
42430269,42720
596775941,42720
42427786,42721
42453007,42726
1918039880,42727
42447060,42733
42431508,42735
42421810,42735
42437686,42739
387180916,42739
42449985,42746
42517597,42752
42444500,42759
42430828,42766
42435654,42767
247084442,42769
42436770,42775
42445953,42776
42449938,42776
42428471,42781
42449918,42782
1692450029,42788
5812723036,42790
42444909,42797
42432181,42800
42449926,42800
42430898,42810
42450044,42817
42430034,42820
4597668043,42821
42427386,42826
42435660,42835
42436511,42835
42444506,42839
42442898,42840
5812723035,42855
42456197,42868
42430320,42869
4597668031,42871
592484776,42874
4506716195,42883
42428174,42886
42444049,42887
42431452,42890
387180916,42893
42438490,42893
387180916,42895
42436149,42895
42442843,42898
42435422,42899
42440452,42901
42454691,42905
42437113,42913
42430813,42919
42445417,42921
42428013,42922
100522479,42925
42456066,42931
1061531454,42934
42444812,42937
42439286,42938
42428480,42940
42436793,42951
42436793,42951
246858433,42954
278632281,42962
1773066054,42964
42440456,42965
42440743,42972
370912817,42976
42431789,42980
42436439,42985
42457325,42986
42443671,42986
42436017,42991
42435603,42991
42435275,42992
42434285,42994
42430295,42995
272195271,43003
42431165,43010
42430828,43013
42428444,43015
42432825,43025
42437113,43028
42430813,43031
42440330,43036
42437084,43037
42437654,43041
42445896,43043
42457735,43045
42436788,43052
42445885,43055
42430068,43055
42434090,43056
42428170,43059
42442898,43061
42454325,43070
42434357,43072
42430257,43075
1773076513,43079
42437589,43084
42430259,43085
390519635,43095
42439990,43106
1692433938,43109
42445916,43113
42450044,43114
42443313,43132
42444452,43133
561042190,43143
42430338,43146
6279091713,43147
42431822,43157
42423774,43169
42442906,43170
42435624,43176
42445484,43184
42428365,43186
42435632,43187
42443532,43190
42430761,43197
42433281,43198
8122411159,43199
42442850,43203
42442851,43215
42452882,43216
42439840,43225
42427369,43238
589100267,43242
42437096,43244
5159433792,43249
42443674,43256
8252301150,43264
42442902,43268
42442850,43274
42436748,43276
42446889,43281
42440737,43284
42432152,43287
561042193,43290
42430263,43292
3829675223,43293
561042191,43294
42433281,43301
42428444,43304
42435610,43309
3588508439,43317
42436586,43323
42454042,43323
42445466,43333
42430371,43333
42428447,43342
42455412,43344
2387504625,43361
42449597,43373
1919595928,43389
42443671,43394
42436427,43398
42428212,43400
42445953,43403
4202908174,43408
42442843,43410
4597668042,43410
42428444,43411
5161246301,43419
42445025,43432
1506445711,43446
42429562,43451
42432451,43461
42434142,43470
42430468,43470
42818515,43479
42453630,43504
42431168,43506
42448430,43506
42456206,43514
42428434,43521
5161246301,43534
42435646,43534
42445603,43539
5812723035,43544
42437114,43546
42442848,43547
4597668043,43549
42439826,43556
42430279,43558
42478065,43559
246580466,43567
42438784,43571
4597668042,43573
42437909,43574
8122411159,43576
42436935,43583
1241742627,43584
42436511,43587
42449580,43588
42436578,43592
42432589,43595
42456197,43597
42443674,43598
42457476,43601
246858435,43614
42430861,43623
4347534783,43625
4138911201,43626
42430344,43628
42443950,43632
4557517555,43633
42449314,43635
42457421,43641
42423836,43652
599029100,43654
42520404,43657
42452314,43665
1692433907,43670
42430265,43672
42421889,43683
42439464,43688
42430279,43693
42449947,43698
42446949,43699
8840333846,43700
42430903,43715
42435420,43737
42454378,43738
42449067,43741
42445020,43741
42445766,43749
42436796,43752
42430274,43755
42432580,43755
5812723035,43756
42430571,43758
42449918,43763
9774113889,43767
42443563,43768
42435687,43770
42437618,43790
1918039904,43792
42430736,43796
42456598,43797
42439272,43804
1918039876,43804
9532227341,43805
42428438,43806
42430813,43808
42443674,43814
42438674,43824
42429375,43826
42437346,43826
42487564,43826
42431168,43830
42435610,43837
42447009,43854
42431165,43864
42442870,43868
42436784,43869
42435660,43873
42433286,43874
596775935,43878
42443676,43879
42436427,43883
42446933,43888
42434226,43890
42434205,43896
42440330,43897
42435422,43899
42446942,43904
42446959,43908
42446879,43910
42439078,43914
1692433920,43916
9469550701,43921
1919595914,43924
42442891,43928
42430782,43934
42431165,43936
5706568771,43944
42430898,43946
42445917,43950
42450009,43952
42431165,43952
42430356,43957
42442931,43959
8482948064,43960
42439170,43966
42430205,43972
42453613,43976
42429701,43978
4443775465,43984
42444909,43984
7490266268,43985
42445357,43990
42434800,43993
1919595918,43995
42449938,44001
42436377,44011
42435657,44016
42430274,44016
42437612,44019
42428310,44020
5837088104,44020
7490266268,44028
42437289,44037
3786901738,44041
42430329,44044
42438155,44046
42446933,44047
42437890,44054
561042188,44054
42442417,44055
561042200,44055
595105499,44057
42442269,44059
42437914,44067
42430253,44070
42451665,44073
42449890,44073
42445374,44075
42430367,44078
42437909,44080
100522479,44083
42442848,44085
42430828,44087
42428444,44092
42449947,44104
1919595924,44104
42474668,44108
42429661,44109
42455200,44111
42428438,44122
42442955,44127
42436088,44133
42435491,44136
42443674,44139
42429412,44145
5706568771,44158
42454381,44162
42436404,44169
42442902,44178
596775870,44183
42498532,44188
42453613,44189
42431656,44189
42448549,44193
42427915,44197
5849918502,44211
42430813,44219
42443329,44222
42446547,44224
42428473,44227
42448563,44231
42444909,44232
42445574,44234
42446935,44234
42428441,44239
42445896,44243
42442910,44249
4754091366,44249
42429663,44259
42434140,44259
9166033062,44260
42435422,44260
1773063787,44262
42428303,44262
42430255,44264
42442255,44266
42439990,44270
42435422,44273
42439842,44284
42445574,44285
42439409,44290
42433565,44294
42434807,44297
42435422,44315
4862610026,44319
596776046,44320
42430255,44323
42433821,44325
42439530,44326
5216470727,44328
42432142,44330
42437644,44330
42423020,44330
561042192,44334
42430034,44339
42442895,44347
42428447,44348
42430646,44353
42435610,44355
42430828,44363
42454423,44376
42429657,44376
42433551,44384
42431490,44397
42430818,44407
42444812,44411
4597668041,44414
42445378,44432
42427805,44438
42443677,44438
3786901743,44449
42446701,44462
42523755,44470
358447541,44473
42432700,44482
42452084,44489
42428253,44489
42427423,44492
42430824,44502
42430633,44507
42430292,44509
42430265,44510
42436586,44512
42433581,44512
42428579,44527
42421776,44528
42443671,44534
42428368,44538
42433578,44539
42444817,44544
42455963,44544
42439440,44544
42449597,44545
42445909,44549
42446849,44551
42434205,44552
42437949,44553
42431680,44560
42421877,44565
42434175,44566
42438674,44574
42421877,44575
1692433907,44582
42477222,44602
42443975,44605
596775907,44608
42449961,44609
42457735,44612
42442957,44614
42449948,44619
42435422,44619
42436894,44620
42442870,44621
42443513,44621
42446994,44632
42434821,44633
42439530,44637
42435422,44643
42446934,44644
42430282,44645
42435716,44648
42430363,44651
42435422,44653
42437909,44655
5730369220,44661
42432208,44661
3786901743,44664
42445409,44667
42429773,44668
42469499,44668
42432250,44682
42454758,44683
42448578,44683
42442230,44688
42430298,44689
42446932,44691
42428297,44692
42440330,44692
42435422,44696
42428014,44702
42432818,44709
42430375,44717
42430924,44719
42434148,44721
42435491,44727
42436511,44731
42432308,44732
42428471,44735
42434205,44740
42439559,44741
42429685,44742
42429412,44743
42432246,44746
42446552,44748
4597668043,44750
42446945,44752
42436142,44752
42440463,44753
42431517,44753
42440686,44755
42436489,44756
358447541,44761
42442255,44764
42430828,44765
42422042,44772
2387504625,44776
42440012,44780
42428447,44791
42436519,44792
42433261,44793
42436705,44797
42439960,44798
496707003,44803
42427483,44804
100522479,44809
42449886,44810
370896902,44811
42438889,44824
4443775465,44827
42436511,44837
42429633,44841
42428447,44846
42430550,44846
9166033061,44852
42453607,44853
42421877,44858
5706568771,44866
42439170,44867
7280430895,44875
42432818,44893
42439416,44898
42476720,44899
42437280,44902
42442895,44902
42440170,44905
42456049,44905
42437605,44906
42429662,44907
42435660,44911
42432580,44913
42457728,44917
42456197,44920
42437114,44927
42434439,44927
42429896,44930
1692433928,44930
42430271,44945
42464871,44949
42427821,44955
42445953,44956
42428670,44965
42432078,44966
42454325,44969
42436511,44975
4461990857,44977
42432818,44980
42445899,44981
42428433,44981
42452975,44982
42440639,44988
42450341,44991
42446266,44998
42428253,45005
42437830,45007
42428192,45009
42446933,45022
42453630,45025
685164636,45032
42469320,45032
42436439,45043
42428444,45046
42443326,45048
42449589,45051
42445651,45053
42430688,45056
42430818,45058
42427371,45074
42432142,45076
42435603,45079
42432075,45080
42439006,45083
42436796,45084
42430298,45088
42434233,45089
42444829,45090
42437289,45095
42445534,45095
42440452,45098
42442415,45101
42434090,45107
42431789,45110
3892037906,45119
42435710,45122
42440935,45122
42439181,45132
42450426,45140
42427371,45141
1919595911,45141
42428192,45144
42435422,45147
42438886,45148
42430063,45159
1773084405,45167
42448813,45167
42442862,45171
42432302,45173
42449932,45184
42430363,45185
42435422,45186
42442291,45189
42449683,45206
42437962,45210
42436746,45223
42421877,45223
42456568,45238
42445920,45245
42445947,45246
42445378,45248
4443775465,45249
42427386,45255
42437830,45255
42428447,45256
42434237,45270
42430646,45274
246580466,45277
42423549,45279
42439563,45282
42439530,45286
42427805,45291
42436793,45295
42445378,45305
42442415,45308
42435422,45325
42432825,45329
42434821,45338
42434951,45341
42446547,45343
42449021,45343
42819447,45344
42428431,45352
42428444,45355
42429521,45359
42434358,45361
42449928,45365
9140654137,45366
42435422,45372
42437280,45384
42445953,45392
42430468,45393
42435657,45396
42440710,45403
42452006,45414
42430288,45415
1919595928,45417
42448238,45418
42449886,45422
42435422,45426
42432700,45426
4557517554,45438
42429910,45441
1061531447,45442
42437346,45444
42439178,45450
42429354,45455
42439078,45456
42430288,45461
42430295,45462
596799891,45463
42422000,45469
42427483,45472
1919595914,45474
42435624,45478
42428007,45478
42427423,45480
42449985,45480
42439286,45482
42443561,45486
596776132,45488
42456076,45491
42421889,45494
42428441,45512
42436159,45512
42448701,45514
5812723033,45514
42436567,45515
42435422,45515
42449067,45518
42440453,45528
42429374,45534
4616536351,45542
42428444,45544
42452048,45545
42452875,45546
1538237248,45558
42445357,45559
42434142,45559
42430803,45560
42445649,45561
42446275,45564
42430259,45566
42454401,45572
42430304,45587
4597668040,45587
42432558,45589
42432178,45591
42436784,45591
42450434,45593
42430390,45595
42439840,45598
42430038,45614
42455200,45615
42453187,45622
42435644,45623
42427805,45628
246890579,45629
42446701,45645
42427812,45645
42435660,45647
42445947,45655
42430317,45659
42431805,45661
42452353,45668
42428493,45668
42432057,45673
42440916,45679
42428454,45684
42445804,45684
42431814,45686
42437949,45695
42440453,45696
42429394,45696
4443775464,45705
42431814,45715
42436746,45716
1825841655,45725
42443296,45725
42439335,45726
42436146,45730
42449027,45731
42439836,45736
42442935,45738
42428447,45748
42430249,45751
42428192,45766
42436700,45766
42437428,45778
42435422,45780
42453601,45781
42432246,45795
42444051,45797
42455083,45804
42437363,45810
7490266268,45811
4443775465,45813
42431168,45821
42439842,45833
42455897,45842
42428441,45843
42435491,45845
42440916,45853
42430030,45854
42448549,45855
42436340,45860
42429374,45861
42437084,45866
42436770,45871
42429324,45872
42429657,45874
5706569898,45885
42474131,45886
42434205,45889
42437358,45893
42435422,45896
42435716,45901
4597668032,45902
42452882,45904
42435610,45905
42435624,45905
42434205,45905
42436439,45911
42432282,45917
42446275,45917
42450426,45928
42444835,45933
42445896,45934
4597668031,45937
1692433935,45948
42449918,45954
42434140,45955
42439834,45956
42445649,45959
42436489,45961
42434140,45965
42439836,45968
42432161,45984
42439826,45984
42444916,45984
42430342,45986
42430320,45989
1692433940,45990
42431482,45994
42431785,45996
42436336,46002
100522479,46007
1919595910,46010
42442269,46011
42436746,46014
42437914,46014
387180916,46017
42444928,46024
42434959,46027
42434205,46027
42439280,46028
42427327,46035
42430304,46035
42424218,46036
42431656,46043
8133385388,46043
42434140,46045
42439236,46052
42431797,46053
42439981,46058
42439527,46059
42428444,46060
42444909,46062
42439295,46064
1692433941,46067
42435422,46068
4597668031,46075
42436746,46076
42430304,46078
42428045,46081
5812723035,46086
42517465,46090
42442857,46091
42428444,46091
42436705,46093
42443050,46099
42439181,46105
42429563,46106
42429374,46108
42430115,46119
4597668030,46120
42436126,46124
42450028,46125
42432589,46126
42439286,46127
42438362,46130
42429890,46134
42438547,46134
42456197,46142
42441907,46147
42449938,46153
42422899,46160
561042194,46160
42428321,46168
42439275,46169
42451787,46179
42445885,46183
6166333258,46184
42427494,46186
42428441,46194
42454381,46195
42435654,46196
42428287,46201
42439249,46201
42428441,46213
561042200,46217
42438859,46226
42428460,46230
42449314,46232
42432165,46236
42433298,46237
42437678,46238
3786901738,46240
42442870,46240
42430292,46240
42430271,46242
42449580,46243
42432161,46245
42438362,46245
42437949,46252
42442843,46256
42429752,46257
42427764,46259
42446533,46265
42431165,46270
42434800,46276
42439006,46280
246858435,46282
42445409,46286
42434360,46293
42442960,46294
42446270,46295
42440453,46295
42428434,46309
42435422,46311
42445885,46311
42428264,46314
42435422,46319
42454378,46331
4443775465,46341
4597668029,46345
42442255,46348
42430361,46350
1919595917,46352
42427483,46371
42435650,46371
42444835,46377
42439842,46378
42446275,46381
42436484,46385
42446266,46388
3639382768,46388
42428438,46391
42430903,46391
42436489,46391
42452973,46395
42440721,46395
42430030,46403
42449942,46404
42430938,46413
42427390,46415
42445653,46417
42436770,46419
42446562,46422
42443027,46426
42430898,46427
42432148,46429
42430361,46430
42446013,46436
42436135,46437
2687331105,46437
42427805,46438
42430872,46447
42446934,46448
42430384,46452
42433260,46457
42437909,46458
42439070,46462
42435702,46463
42455396,46465
42437951,46466
4461990857,46470
42430338,46472
42448254,46475
42436551,46477
42436396,46482
42455083,46484
42445910,46492
42434948,46500
42440553,46500
42451660,46501
42434974,46508
42425570,46509
246858433,46515
42436541,46522
62915549,46523
42430263,46526
42440469,46530
42431560,46535
42422026,46535
42428480,46537
486867534,46541
1825841742,46542
42429630,46545
42427764,46555
42449932,46566
4461990857,46569
42422026,46570
42430344,46570
42430304,46572
42449550,46576
42449308,46577
42447076,46580
42434226,46580
42430295,46581
685164636,46582
42434948,46597
42437914,46602
42440472,46604
42430277,46609
6211334202,46615
42430308,46617
42446266,46619
42449580,46619
42436377,46619
42436748,46620
42445236,46621
42428305,46623
1919595911,46625
1919595914,46628
42435422,46630
1692433935,46637
42446528,46641
4597668041,46642
42431650,46643
42422026,46659
42435663,46664
4557517555,46669
42454381,46671
42452026,46672
42428373,46673
42448563,46675
42449947,46678
42437078,46679
42438784,46683
42445011,46685
42455934,46685
42445661,46686
1773084402,46691
42435422,46693
42436921,46696
42435422,46699
42449333,46699
42430646,46700
42432302,46701
42432142,46704
42446488,46708
1918039876,46709
42445291,46725
42432068,46725
42443676,46730
42444829,46735
5159433792,46737
42454381,46738
561042200,46738
42445413,46742
42442255,46744
42439836,46750
42440553,46751
42454428,46752
486867459,46755
42432102,46761
42436336,46765
3588508439,46766
42427824,46768
7490266268,46773
42435603,46775
42430367,46779
42439275,46779
42430259,46789
1692433920,46794
42443807,46798
1919595926,46803
42440729,46811
42819447,46815
42449932,46816
42428425,46817
42445909,46821
42434215,46824
42445310,46824
42445417,46829
1919595911,46835
8122411159,46836
42430898,46838
42433286,46840
42432068,46841
42455051,46843
42431165,46847
42430056,46847
42430295,46848
42434090,46851
42428303,46852
42440679,46859
42428022,46876
42430298,46878
589100164,46887
42428179,46887
4347534783,46888
42435663,46891
42434161,46893
42431797,46900
42440325,46905
42443613,46908
42437914,46912
42432068,46914
1919595927,46917
4320028826,46935
42442906,46949
42440527,46952
42433281,46952
42445910,46958
42439440,46960
42429976,46962
42435707,46965
42446533,46965
42436149,46968
1918039876,46972
595254571,46974
42431531,46975
42448714,46981
42431447,46981
42445896,46982
42427956,46983
42449947,46987
42439392,46990
42435422,46992
42430274,46997
42445653,47005
42439323,47007
42451987,47015
42434205,47016
1919595927,47017
599025355,47019
248607283,47029
42437289,47029
9607729579,47033
42437343,47035
42436439,47036
42428447,47042
42436050,47061
42445603,47065
42428458,47076
7476260860,47101
42430063,47107
42433712,47109
42439842,47109
6331080434,47110
42434948,47110
42455396,47112
3786901743,47114
42430371,47115
42437914,47115
42434285,47121
42436511,47125
6177439750,47126
42446461,47131
42436586,47141
42434215,47145
42431490,47145
42439952,47146
42439272,47150
42445649,47157
42436942,47163
4633522237,47166
42430886,47169
42431154,47173
42446994,47182
42439836,47185
42430292,47192
42428454,47195
42449954,47199
42442269,47205
42445365,47206
42450030,47210
42432305,47214
42429896,47216
42435578,47227
42432148,47227
4461990857,47227
42442943,47233
42444414,47254
42430791,47255
42431275,47256
42434357,47258
42428489,47265
4347550074,47271
42448203,47271
42439286,47280
42443674,47291
42454522,47291
42449954,47297
42440469,47300
42435435,47300
42432305,47304
5798966629,47321
42434807,47321
246649429,47323
42436369,47325
42430320,47343
42437343,47349
1905863520,47349
9607729579,47350
1692433907,47352
42448813,47356
599047142,47356
42429375,47371
42432194,47378
42436714,47382
42448329,47382
42445520,47401
42449928,47406
42430255,47411
42428047,47412
1918039876,47412
42449985,47422
42430263,47422
1692433924,47440
42439836,47441
42427812,47446
42436793,47450
42440743,47453
42430356,47453
42444829,47455
42443677,47456
42433212,47457
42446998,47458
42446987,47461
42435422,47463
42430338,47465
42432825,47466
42430233,47478
561042200,47478
1919595926,47478
42434951,47479
42446293,47488
9166033062,47495
42437909,47496
42434201,47517
42449918,47517
42430263,47520
42457735,47523
42437654,47530
42430056,47530
42430872,47536
42432580,47542
42427787,47545
42439275,47545
42431519,47558
42428371,47558
42430342,47561
42444829,47570
42446552,47584
42428297,47585
42808193,47585
42449928,47586
42428444,47586
42445947,47586
42436377,47598
42430344,47598
42435923,47600
42434087,47601
42428049,47601
42436364,47608
42430269,47609
42430277,47610
8122411159,47614
42455007,47623
42432178,47638
42430279,47640
42427787,47650
42422053,47652
42429373,47656
42430271,47665
561042200,47667
42431773,47670
