Dropoff_node,Demand_time
42430673,617
42890706,618
1918039876,632
42442898,633
390519635,634
42499296,638
42439416,641
390519635,645
42499201,647
42501296,657
42439537,658
2141026523,662
42429565,663
42436296,664
5173594703,667
387180916,671
42448701,675
42486600,686
42438889,691
42435422,691
42437890,694
42434090,698
42443975,699
42438784,700
595245836,703
42427786,709
42442895,709
9166033061,709
42429354,714
42449926,720
42472022,721
42437349,727
42439280,729
1692433935,745
42469494,746
42436944,748
42467831,751
5131026388,753
42882975,759
42777962,760
42457728,760
42429840,763
42435660,764
42438953,764
42439409,765
42429888,767
599047142,768
42449938,769
42437349,777
5159433792,782
42439006,783
1372888599,787
42440743,791
42430253,791
42431004,793
42445637,799
2711029280,804
42449938,807
42526048,811
42436788,811
42810503,813
42452006,815
42434271,818
561042193,820
42437333,821
42449886,821
42432127,821
42437096,823
42428476,833
42447115,839
42429562,843
42445382,849
42445027,851
42437890,851
42449023,854
42876330,857
42428032,858
42437346,858
42432178,859
42447273,864
486867459,866
42436943,874
42874058,874
42435323,880
42446933,880
42428454,883
42421731,889
42435705,892
42430292,894
42439280,895
42438886,896
42846724,898
1692433932,904
42453187,905
42442895,906
42455200,913
1773076509,914
42439537,926
42466030,927
42446275,927
42446987,928
42443353,930
42432706,931
42431797,934
42436793,942
42431168,944
42442843,945
9807801426,949
42431656,951
42449023,951
42430075,951
685164636,952
42440056,955
42427744,956
42446987,961
42445661,963
276320117,968
42520415,971
1918039880,971
42436582,976
42453007,980
42435657,983
42449928,984
42439275,984
42450044,988
42436939,1006
42484186,1009
42452814,1017
1692433940,1018
4557517552,1021
42455083,1032
42430034,1032
42437663,1039
42429412,1040
42456543,1040
4597668031,1043
42435654,1044
42428483,1051
42442913,1052
42435343,1056
42444500,1058
42434142,1060
42439275,1070
42436753,1075
1919595914,1077
42445928,1084
42449600,1085
42443347,1089
42436922,1090
42444820,1091
42430317,1095
42450025,1099
42430378,1100
4461990857,1105
42435710,1107
42445888,1111
42446547,1112
42437078,1115
42442902,1115
42446991,1116
42430253,1118
42430257,1122
42435663,1125
42434215,1132
42443326,1132
1773078006,1133
42437114,1134
42842331,1138
42449886,1138
42433578,1150
42454196,1150
42454758,1158
42453175,1164
42437114,1165
42445374,1174
42453604,1175
42447009,1182
4597668032,1187
42432594,1199
42439001,1202
4461990857,1203
42428029,1204
42439275,1206
42446933,1207
42443674,1207
42434142,1207
42434205,1209
42443326,1209
42434357,1211
42428524,1212
42452015,1217
42502920,1221
42445413,1233
42428428,1234
42428634,1240
42437951,1243
42435714,1245
42427369,1247
42437530,1247
42438889,1254
42455051,1265
1996323622,1265
42430044,1268
8122411159,1271
1918039898,1272
42427979,1273
42440743,1286
42466299,1288
42430782,1288
5849918502,1291
42430350,1294
42435578,1296
42446987,1298
9140654137,1298
247084442,1305
42428365,1306
42866625,1308
42437914,1318
42436439,1321
42434148,1333
42437890,1333
277787305,1336
42871997,1346
4597668030,1347
42429999,1348
42430945,1349
42436784,1349
42431168,1352
42452956,1354
42428483,1356
42431453,1357
42499213,1358
42428029,1360
42440960,1362
1918039869,1366
42435420,1372
1773084391,1374
42456066,1383
42449954,1384
42439842,1392
42808384,1397
42448563,1402
42445947,1406
42432085,1407
1506445808,1410
42479294,1411
42437949,1416
42496492,1416
42430271,1416
42437084,1421
42449886,1425
42526050,1431
42745176,1432
42520577,1433
42449928,1434
42488278,1435
42445909,1446
42481583,1447
42431611,1447
42434959,1447
42436941,1459
4597668030,1461
42448707,1464
42448701,1468
42436146,1481
42445378,1489
42431168,1491
42439823,1494
42439409,1501
5216470727,1502
42432205,1503
42456091,1504
42435392,1505
42445039,1506
42432700,1509
6928075146,1513
42448714,1519
42510188,1523
561042197,1524
7490266268,1525
42455083,1534
42428493,1536
42433330,1543
42442857,1545
42435422,1547
42434215,1548
42443341,1548
370896902,1550
42490208,1550
561042190,1550
42450028,1551
42445666,1552
42446933,1552
42817408,1553
4557517555,1553
42428483,1554
42812194,1554
42442948,1555
42833248,1559
42444820,1572
42436146,1578
42433564,1583
42434196,1584
42430253,1585
42436492,1593
42890450,1601
42435422,1606
42445018,1615
42439280,1617
42434142,1623
42454522,1627
6177439759,1628
42453902,1638
5849918502,1642
42434090,1642
598043790,1643
42442957,1644
42437949,1645
42430898,1661
42498811,1664
42460843,1664
42427369,1665
42428179,1668
42437618,1668
5131026388,1670
42431614,1677
42443614,1682
42450044,1683
42431650,1689
42421806,1692
42455181,1707
42444909,1707
42440465,1709
42437830,1710
42439286,1711
42453187,1711
42439078,1714
42443181,1720
6223969260,1722
42436400,1725
42436184,1726
42427324,1737
42453604,1738
42423836,1741
42427236,1742
42437401,1744
42449067,1747
42444500,1751
42435714,1758
42442842,1759
42437084,1763
42442836,1766
42437589,1774
42448563,1775
42432135,1776
42456568,1776
5849918502,1788
42430265,1791
42449926,1795
42466189,1801
1692433938,1802
42449938,1802
42451987,1803
42438288,1807
42472215,1808
42436181,1811
471244431,1815
42527642,1819
1764400286,1820
42466184,1821
42824187,1825
42442463,1834
42436381,1836
598043788,1848
4841945995,1849
42432540,1849
42819447,1853
42428315,1856
561042200,1862
42437589,1863
5849918502,1864
1815133244,1870
5550244687,1877
42449918,1880
42446275,1888
42455007,1888
42437078,1893
42431681,1893
42439006,1896
7802856349,1896
42500778,1897
42434140,1902
5849918504,1905
42445390,1917
42443085,1918
5706569905,1923
42439323,1924
42437605,1928
42439181,1929
42430263,1930
42435237,1932
42452067,1939
42434871,1939
42449918,1949
42469651,1950
7106818623,1958
42442842,1961
42444827,1961
42520322,1963
4443775465,1965
1692433940,1967
42465301,1967
42448979,1972
42430924,1974
6133355290,1974
42439181,1974
6680686184,1986
42442898,1990
42436793,1994
42440785,1994
42449945,1996
1061531736,2004
42458766,2010
42833332,2011
42431680,2012
42450025,2020
1692433928,2020
42434948,2022
42429769,2022
486867490,2030
42479528,2031
6262915548,2031
42428032,2035
5849918504,2036
42437096,2037
42440345,2037
42442910,2037
42440469,2039
42442286,2048
42449570,2052
42446275,2063
42437368,2066
42445666,2066
42434090,2067
589100164,2068
42430277,2073
42440465,2082
1918039877,2088
42435632,2089
42847275,2094
42434233,2096
42436753,2100
42434233,2105
42446293,2108
42440325,2110
42434385,2117
42430249,2117
42432847,2119
42856569,2122
42436586,2125
42437613,2135
5145531517,2138
42430803,2138
42430824,2140
42825887,2141
42423674,2141
42445378,2152
42428420,2153
42455051,2154
42440459,2162
42455412,2163
42429694,2164
42505910,2164
42428016,2165
42442943,2174
42421877,2183
4321748237,2185
42445667,2186
42430075,2199
6262915548,2208
1773084402,2211
42445413,2215
42430872,2218
42437333,2220
1061531736,2220
42450030,2223
42472432,2226
42450341,2227
42436586,2228
42432068,2229
42439842,2230
42431508,2236
42442898,2238
42439181,2239
42436590,2245
42445489,2249
595245918,2250
42433261,2251
42428220,2258
42443975,2259
42465332,2261
42431165,2263
42440408,2263
4461990857,2280
42492231,2284
42452956,2287
42455083,2287
42432589,2288
42432305,2289
42442913,2291
42430924,2299
42432861,2300
42439286,2300
42439840,2304
42434951,2309
5799117240,2312
42429394,2312
42430295,2315
42437663,2317
42430924,2319
42436439,2321
42464925,2321
42430308,2322
1692433938,2323
246923513,2334
42446640,2342
42440326,2345
42449840,2347
42451987,2347
561042191,2349
42434800,2349
42436753,2353
42445378,2355
42439563,2357
42429412,2359
42436060,2363
42465262,2375
4443775464,2379
42430813,2383
42446935,2385
42519223,2386
42449029,2386
42435663,2390
42469617,2394
42449948,2396
42432068,2398
42440325,2401
42444832,2402
42810494,2403
42448735,2406
42436056,2407
42442838,2408
42445666,2414
42443513,2416
42430277,2431
4138911201,2435
42432174,2451
42449685,2454
4557517552,2455
358447541,2455
42455051,2457
42818110,2457
42427764,2458
42444506,2459
42428212,2460
42440350,2461
42430914,2462
42446275,2464
1773084405,2471
42431519,2472
246901366,2477
42437644,2477
42434226,2477
42437890,2481
274342021,2481
42846724,2489
42428447,2490
42440325,2491
42435702,2493
42435323,2500
42437084,2504
42431814,2505
42434959,2506
1815133244,2519
42435422,2520
761293063,2527
42849722,2527
42432178,2529
42484216,2531
42430903,2533
3786728679,2537
42430938,2537
42446547,2542
42454433,2549
42826923,2549
42442910,2551
42431004,2561
42442230,2563
486867459,2568
42442843,2570
42488408,2574
42427782,2576
42440112,2577
42438953,2577
42445011,2577
42431684,2582
42455675,2583
42429662,2584
42429900,2585
561042200,2585
42442870,2585
42435422,2593
42434951,2593
42428345,2600
42883012,2603
42442898,2606
486868873,2607
42478111,2608
42430108,2609
42442935,2610
42445189,2616
42453177,2621
42435477,2626
42861200,2630
541999488,2637
42455083,2642
1692433907,2642
42435422,2649
1692433932,2650
60925950,2653
42429507,2660
42446991,2662
1773076509,2663
42442949,2663
42435599,2670
42448329,2672
42442870,2675
1692433935,2677
42436159,2679
42436746,2680
42432068,2682
42481987,2684
42492967,2687
42485218,2688
42439001,2689
42453158,2690
42456303,2699
42430945,2700
42435610,2704
42432818,2709
42436793,2711
339044224,2714
42430824,2716
42823963,2721
387184869,2722
42450341,2722
42432211,2722
42436590,2723
42466491,2725
42430295,2728
42430344,2740
42481621,2745
42431447,2749
685164636,2751
42437368,2759
42520286,2761
42440737,2762
42436941,2766
5159433792,2778
42479505,2778
42443044,2779
42428433,2785
42442870,2785
42430295,2788
8122411159,2789
42452365,2791
42436393,2807
42439001,2808
42437410,2810
8482948064,2813
42506318,2817
42454758,2817
42448707,2822
42438894,2823
42427423,2823
42517597,2824
42445702,2832
42449843,2833
42449945,2839
42449926,2841
42440935,2847
42449029,2847
42430255,2848
42432142,2848
42442843,2849
42445908,2854
9177540204,2855
42444827,2858
561042192,2864
42434142,2872
4461990857,2873
42445390,2875
42432302,2878
42435403,2879
8122411159,2880
42445037,2881
42442870,2886
42436942,2888
42497720,2888
42446562,2889
42449991,2890
42448707,2892
42446933,2895
42432963,2897
3786901743,2897
42445227,2898
42433604,2899
42429394,2904
42434271,2910
42430367,2911
42491222,2912
42440465,2918
42445310,2920
5849918502,2924
42436489,2926
1692433935,2928
42447249,2930
42431008,2933
42452067,2936
42437909,2942
42442948,2943
4597668043,2946
42445888,2946
42439440,2947
42429664,2949
6177439759,2954
42449314,2957
42428368,2959
5996258523,2960
42760539,2967
42442230,2969
4557517555,2984
42442870,2988
1061531603,2992
42430217,3004
8133385388,3007
42435702,3016
42421769,3020
9166033062,3023
1506445808,3023
2061592973,3023
42442943,3031
42430271,3032
42490208,3033
42442870,3035
42916766,3036
42856546,3037
42453604,3039
42436546,3040
42504234,3057
42431684,3059
42438862,3061
42428637,3062
42430898,3063
9140654137,3068
3099327952,3070
42421877,3071
42439280,3078
42428411,3079
42509273,3090
4526565698,3094
42442898,3095
1773076509,3109
42465298,3111
4461990857,3116
42442857,3126
1692433935,3127
42899379,3134
561035380,3136
42432057,3144
5838916777,3147
42432540,3148
42427335,3148
9140654137,3148
42445417,3153
1692433940,3154
42446959,3158
42446363,3160
598202940,3160
42449029,3161
42440020,3163
1692433932,3166
42818193,3167
685164634,3172
42437287,3174
1692433935,3175
42818139,3178
42428682,3193
42520393,3199
42430938,3199
596775870,3201
42435642,3206
42429769,3210
42434205,3210
42427236,3213
42436377,3215
486867459,3218
42429890,3219
42442870,3221
42445417,3224
42427805,3224
42455695,3228
42443052,3228
42874074,3229
42431094,3231
486867459,3237
42482465,3240
42430217,3245
1773084402,3248
42437451,3251
3588508439,3251
1773084402,3256
1825841742,3256
42432540,3261
42429394,3264
42429896,3267
42430914,3279
4597668040,3282
42445534,3284
486867459,3289
4320028826,3290
1692433932,3291
1692433938,3293
42439286,3294
42429752,3304
42440020,3304
42431111,3315
42429338,3317
42430288,3324
42428670,3329
42480062,3332
42434386,3333
42445404,3335
4443775464,3336
1773084402,3342
42443674,3344
42427972,3344
42422053,3346
42439823,3357
42453986,3362
42442870,3366
42443615,3370
42478076,3373
42442410,3374
42445310,3375
1773084402,3375
42430342,3383
42439834,3387
486867490,3389
42432066,3395
42452956,3402
42447169,3406
42445390,3407
42426374,3414
42434959,3415
42453604,3417
42509517,3423
42439006,3429
42453952,3432
42818203,3437
42435654,3445
42445390,3460
42442947,3462
42444916,3465
42849669,3465
4461990857,3467
42445409,3475
42436753,3475
4597668036,3486
42512055,3492
42454328,3494
42866652,3494
42437949,3496
42427206,3500
42433278,3501
4679523598,3502
42464923,3504
42737709,3505
42428328,3510
42435660,3511
4679523598,3513
486867490,3529
1692433919,3533
42439440,3533
42437113,3537
42446933,3547
42439409,3551
42818606,3554
42432083,3555
1825841655,3556
42458766,3560
1372888616,3561
42446959,3564
42442952,3565
42457426,3565
42496649,3566
42448254,3567
42430945,3568
42421772,3569
42497326,3571
42431067,3575
42436355,3582
42436381,3585
42453160,3585
42445426,3596
42428575,3597
595245836,3601
42525184,3604
42443344,3609
42433821,3611
42437333,3615
42427859,3619
42442870,3621
42439416,3631
42449918,3637
42432834,3637
42435629,3639
1692433935,3644
42434142,3645
42429896,3647
42445413,3648
42437312,3650
42449886,3650
42849245,3655
42473627,3661
7746623259,3663
42496980,3665
42495448,3666
4461990857,3668
42522063,3670
42511665,3670
42439001,3672
42442870,3676
42442870,3678
42439567,3685
42445039,3688
42455083,3689
42442848,3691
42431210,3694
4487582556,3696
42432744,3703
42442870,3708
42431517,3712
42439968,3718
42467831,3719
42442943,3735
42436578,3738
42432078,3741
42429910,3746
42449956,3747
486867459,3749
42430253,3753
42436942,3758
42442870,3762
42429342,3762
42449333,3765
42443975,3768
42439001,3769
42432174,3770
42809214,3773
42509193,3783
42443613,3783
42445236,3784
42442862,3784
42455181,3786
42428441,3786
42435654,3786
42445236,3790
42430274,3791
42444909,3794
42435598,3794
42442870,3797
42442870,3801
42430271,3804
42435660,3808
42436624,3808
1919595925,3810
42430770,3816
42435422,3824
1918039896,3825
7490266268,3825
42428493,3832
42449886,3841
42440792,3844
42430736,3849
42477275,3850
42451674,3851
42477309,3853
42439006,3861
1773076778,3862
42436793,3865
1773084402,3869
42435422,3870
42445534,3871
5131026388,3876
42455695,3884
42453007,3886
42430282,3887
42442851,3892
42432211,3892
42432444,3896
561042200,3904
42446177,3906
42432540,3910
42772936,3911
42440743,3913
42446013,3916
42443344,3922
42445025,3923
42446266,3942
42428428,3943
42437693,3945
561042199,3948
42520258,3956
1692433935,3958
42445310,3961
42439006,3965
42440463,3967
486867459,3967
42446889,3974
42427381,3978
6680686985,3981
42477241,3988
42445378,3995
42492244,3997
2520377419,3998
42449948,3998
42446478,3998
42445656,4002
42445011,4003
42454192,4012
42435596,4016
42427371,4016
42439403,4019
42442851,4024
42434158,4029
6223969260,4031
42895186,4038
4557517555,4049
42432073,4053
42428027,4054
42436754,4055
42442862,4057
4557517555,4059
9140654137,4065
1919595911,4066
42450015,4066
42437686,4067
42439823,4067
42434427,4068
42430292,4070
42430898,4070
42440326,4072
42430745,4079
42443674,4084
42445916,4087
42445417,4090
42449886,4096
42428444,4100
42526329,4103
42449928,4112
42429431,4119
3786901743,4126
42856527,4126
42438805,4127
42473213,4128
42428483,4131
42439834,4134
5286408252,4135
42450025,4140
42474962,4143
42438949,4150
42439006,4150
42442935,4151
42432847,4159
42833321,4161
42437436,4161
42442977,4167
42501785,4169
42455181,4174
561042200,4182
42442949,4193
42436922,4195
42430673,4195
42428170,4220
42440804,4223
42440325,4227
42439178,4227
42435624,4230
42433286,4232
42427821,4233
42446147,4234
4557517555,4234
42959179,4243
5131026388,4243
42446093,4244
42442955,4251
42437096,4256
42434951,4269
42755574,4271
42435422,4282
561035333,4296
42432078,4300
42443680,4300
42429896,4305
1773076778,4306
42474153,4308
42487594,4313
8122411159,4327
42436726,4328
42444810,4332
4557517550,4333
42429980,4335
42443563,4339
42430745,4344
42430277,4345
42440940,4347
4557517550,4349
42435596,4370
593840148,4374
1773084402,4374
42439533,4378
1773084402,4379
42444827,4382
4597668028,4383
42449945,4385
246649427,4386
486867490,4387
42455412,4391
42427956,4394
42455013,4395
42856541,4397
42442492,4398
42449985,4402
42471291,4423
279151954,4424
42432161,4432
42445413,4434
42449023,4434
42464929,4434
1692433932,4439
486867490,4446
42431094,4450
42439006,4453
42434821,4457
42439078,4460
42435596,4462
42443799,4463
42455181,4465
42430914,4467
42455396,4470
42442870,4473
42442870,4473
42430308,4474
42437589,4474
42430914,4476
42445310,4482
42430914,4488
42437530,4489
42446093,4490
42433822,4495
42429701,4518
42796341,4519
42440820,4535
42479273,4541
42449333,4542
2402842565,4545
42430282,4546
42446942,4552
42434959,4553
42432178,4557
42429662,4566
42429773,4567
42449918,4577
42496664,4587
42443336,4589
42440710,4595
42445027,4597
42446885,4600
42849722,4607
42443975,4615
42515835,4619
42487564,4622
42444829,4623
9166033062,4628
42431531,4635
42432066,4635
42445534,4640
42440326,4641
42450025,4642
42423774,4647
42434959,4659
42455181,4659
42437890,4663
42439275,4664
42430736,4665
42430271,4666
42432066,4669
42453604,4677
42430589,4682
6680686985,4684
42525293,4698
42449023,4700
5131026388,4711
42434148,4715
42455932,4719
42442881,4736
42438506,4737
42435596,4748
42446472,4749
1692433928,4749
42434175,4757
42429017,4759
42422026,4762
42430673,4763
42432589,4767
42439823,4779
42435596,4783
42440951,4785
42448701,4785
8133385388,4786
1919595914,4787
42517472,4796
42446270,4797
42448707,4802
42455252,4802
42437201,4803
42442842,4825
8828140387,4831
42445916,4841
42430824,4845
42436484,4858
42433620,4869
42442952,4881
42458766,4886
9166033061,4889
42447330,4890
42435598,4896
42827027,4897
42442943,4903
42430255,4907
42434175,4911
1773084402,4915
1692433919,4923
42437536,4924
42429394,4929
42439406,4931
42443674,4931
42439489,4937
42430770,4944
42422899,4947
42448813,4955
42434205,4957
42446184,4961
42437109,4968
42442451,4969
42437914,4970
42825906,4972
42445236,4973
42449333,4974
3786901738,4977
42438886,4978
42496508,4980
42505468,4981
2844853152,4987
42437951,4987
42518566,4990
42432066,4991
42437914,4994
42449948,4997
42453604,4998
42439403,5001
42445748,5004
42499237,5011
42449685,5015
42474153,5017
42443072,5021
42449918,5022
42517044,5025
42445417,5025
42439203,5027
42439834,5028
42485640,5033
8122411159,5033
42449918,5035
42435702,5046
42446933,5051
42435509,5054
42446571,5057
42440020,5061
42467835,5062
42445520,5067
42434172,5073
1692433919,5086
42435663,5091
3778416706,5092
42435684,5093
42923219,5094
1692433919,5097
42449550,5098
42446547,5099
42445908,5102
42435687,5109
42482461,5110
42446552,5115
42429769,5119
42435534,5121
561035356,5125
42500689,5134
42439210,5140
42432900,5157
42430265,5159
42509228,5161
42430265,5162
42435435,5175
42445489,5176
42453902,5182
42453160,5187
42446945,5193
42445909,5208
42430271,5213
42430333,5217
1918039877,5218
42429342,5228
42456066,5228
4461990857,5235
42438174,5239
42437436,5245
42436941,5251
42519180,5254
42430603,5257
42429896,5281
42874631,5294
4461990857,5295
42439001,5296
42430231,5302
42430253,5303
42442788,5308
42440325,5309
1773084402,5316
42439826,5318
596775867,5322
42430375,5325
42445409,5327
42808798,5333
4161568888,5345
42428444,5346
4443775465,5347
561042197,5348
42445390,5361
42442943,5362
596775867,5366
42449928,5369
42442286,5370
42434201,5373
4461990857,5373
42428420,5373
42429769,5373
42450028,5377
42431453,5378
42434090,5381
42437354,5382
42818493,5385
42438891,5388
5159433792,5389
42439826,5392
42428179,5392
42445378,5403
42445413,5405
42438805,5405
42442567,5406
42436779,5413
42428444,5414
387184869,5414
42442851,5425
9177540204,5440
42445417,5441
42437786,5443
42436590,5444
42818207,5444
42435422,5446
42442935,5446
42439533,5453
8122411159,5455
42473300,5457
5798966629,5460
42434140,5464
42440737,5467
42430279,5469
42446478,5475
42535041,5476
42444909,5482
42442910,5487
42430803,5493
42454325,5495
42919808,5496
42430722,5501
42435596,5503
42444835,5504
4412043541,5512
9609713318,5516
6177439759,5521
42444814,5521
42819447,5524
42465262,5531
42430269,5532
42444835,5538
42446571,5540
42430861,5545
42439842,5546
42435632,5548
42448745,5555
42436439,5556
4138911201,5558
42429633,5559
42819447,5565
42439561,5568
42444909,5568
42435422,5568
42453986,5571
42454795,5572
42430253,5572
42432244,5574
42445387,5576
42926319,5578
1773084402,5580
42432066,5586
42430249,5589
42442891,5593
42442567,5599
42428037,5602
42448701,5609
42446925,5623
42446293,5626
7480410410,5628
1692433938,5628
3786901743,5635
42480174,5637
42487389,5639
42428473,5644
42875095,5647
42448852,5652
42429976,5653
42439286,5653
42479021,5654
42449945,5665
42449938,5665
42435663,5666
42434201,5669
42513771,5669
42429354,5672
1773084402,5672
42442952,5675
42428321,5675
42449947,5679
42501245,5686
5849918504,5687
42455013,5688
42436921,5689
42436586,5692
42443009,5701
42484045,5705
42435596,5711
2987758871,5723
42436784,5728
42470373,5729
42436848,5731
561035373,5732
42427483,5736
42437410,5738
42436753,5742
42874050,5751
42921649,5757
42455915,5759
42444267,5762
42442898,5762
42452107,5763
42437113,5763
588455700,5766
42449029,5767
42435599,5777
42447105,5780
42437670,5784
42448701,5785
42431004,5786
42448735,5786
42874954,5786
42516604,5789
42492242,5795
3786901738,5795
42431207,5800
42445011,5807
42427786,5809
42434271,5812
9177424867,5816
42439191,5819
247084442,5819
42430356,5826
42453158,5829
42427236,5832
1919595911,5832
42445378,5833
42428368,5844
42445382,5846
42436707,5847
42453177,5849
42813927,5854
42442850,5854
42497685,5857
42532237,5857
42468741,5862
42446959,5863
42430255,5866
42437401,5866
42428598,5873
42819582,5877
42430677,5877
42439403,5878
42480120,5882
42469492,5886
3325564427,5890
42429565,5893
42446933,5905
42499376,5905
42443975,5907
42439006,5907
4288677093,5914
42429431,5917
42435610,5917
42430384,5922
42436748,5923
42435516,5930
42446935,5931
42428491,5934
42439286,5941
42435714,5943
42444985,5944
42872027,5945
42443381,5947
42506331,5949
42435680,5965
42427146,5968
4443775464,5969
42449341,5970
42449341,5988
42436519,5990
42428007,5999
42437663,6003
42514918,6004
60929278,6016
42432083,6021
42439170,6023
42445232,6029
42832988,6034
42436942,6035
42440729,6037
9657487789,6038
42431508,6039
42453601,6046
1989931095,6046
42446266,6046
42429373,6049
42430811,6055
42492967,6085
42444854,6088
42437114,6090
42428032,6092
2324482224,6096
589100164,6105
1692483438,6107
42440729,6111
42451674,6112
42455643,6117
42445661,6118
1918039876,6125
42437436,6127
42453986,6128
42435422,6137
42436957,6141
42520926,6142
541999506,6143
1773084402,6146
42453986,6148
42900675,6150
42455963,6153
42477252,6155
42491724,6160
1692433932,6163
42494920,6167
42430253,6170
9140654137,6172
42452975,6179
5706569905,6184
42449029,6184
42428015,6186
3430331121,6203
42885751,6205
42440170,6208
42442857,6209
42435422,6211
42846684,6216
42429394,6219
42442952,6230
42439842,6241
42432083,6242
42448216,6248
42422026,6249
42447149,6253
42439181,6255
42429762,6259
42831671,6259
42437663,6271
1692433932,6272
5131026388,6280
42446959,6281
42429394,6283
42482385,6292
42511011,6313
42434800,6317
42435598,6323
42431467,6326
42455643,6330
42442939,6336
42421889,6337
486867490,6345
42445020,6345
1241742743,6354
42430292,6361
42874596,6363
1773084402,6387
1372888824,6389
42440829,6392
42440951,6392
42437354,6397
42429896,6401
42435396,6402
42861232,6409
42428471,6412
42434343,6412
42430274,6428
42440323,6431
42719566,6434
42456568,6435
42439001,6436
42437536,6444
370880739,6499
42478438,6503
42428468,6510
42442898,6513
42483469,6516
42436763,6519
42430342,6535
42442949,6542
42817773,6546
42434959,6549
42446275,6568
42908911,6586
42429986,6588
1919595911,6604
276318084,6604
42436586,6605
42442862,6606
42455396,6616
42866652,6619
42430249,6630
42455675,6632
42431168,6634
42445413,6635
42468741,6639
42861204,6641
42429900,6647
42493355,6649
42807857,6659
42444991,6660
42443044,6669
42442955,6671
42487095,6680
42439006,6683
42434434,6683
42856588,6694
3786901743,6698
42432083,6699
42427390,6700
42432376,6707
42446266,6708
4597668042,6713
42452067,6715
42496644,6715
42500050,6717
42443020,6720
42440743,6729
42885310,6734
6223969260,6737
42449928,6752
42450434,6754
42440743,6767
42445661,6768
42430903,6771
42443032,6777
42435596,6785
42422509,6787
42429662,6787
42454758,6805
6177439759,6820
42438509,6820
42429694,6822
42432992,6822
42437536,6832
42439280,6832
42433269,6838
42435663,6840
42428425,6842
42445740,6845
42433229,6845
42833309,6846
42453310,6847
42449948,6872
42448813,6874
42437451,6874
42449926,6878
1061531787,6881
42442857,6883
42442895,6885
42436939,6886
42428411,6888
42445617,6888
42523739,6890
42430304,6891
42519180,6891
42428912,6903
42435603,6911
370896902,6913
42449314,6919
4557517554,6924
1919595914,6932
42454401,6934
4138911201,6941
42436751,6943
42446528,6944
6530806540,6957
42445382,6957
42440737,6963
42471085,6963
42427797,6968
42448813,6970
42430253,6982
42439286,6984
42428376,6999
4597668031,7000
42428198,7003
42444909,7012
42430384,7030
42452056,7033
42449991,7040
42444909,7050
42430265,7061
42446021,7065
5542680313,7065
42835523,7070
1251958257,7070
42520579,7083
1692433932,7083
42514364,7094
42439403,7094
42430983,7102
42889767,7109
42435644,7114
42436710,7133
42437371,7135
42496649,7145
4443775465,7150
4235734223,7150
42452882,7167
42833316,7170
42781412,7173
42433281,7177
42436586,7181
42438889,7181
42448701,7187
42453187,7194
42433281,7197
42432108,7200
6680686985,7203
42430271,7204
1773084402,7206
42491453,7206
42437451,7207
1692433928,7210
8421773046,7225
42449893,7228
42448701,7229
42466496,7238
